276,53.128888N 29.238888E,0.11
277,53.941944N 30.357500E,0.5
278,53.914166N 27.558055E,0.05
279,53.913055N 27.558611E,0.07
280,53.912500N 27.567777E,0.07
281,53.910833N 27.570000E,0.07
282,53.909444N 27.571944E,0.07
283,53.906944N 27.576666E,0.05
284,53.910000N 27.586111E,0.05
285,53.910555N 27.591666E,0.07
286,53.896944N 27.586388E,0.08
287,53.897056N 27.589139E,0.05
288,53.904444N 27.621111E,0.05
289,53.918888N 27.587500E,0.05
290,53.927222N 27.598888E,0.05
291,53.936111N 27.617777E,0.05
292,53.944722N 27.586388E,0.05
293,53.943611N 27.581666E,0.05
294,53.940277N 27.584722E,0.05
295,53.926111N 27.543333E,0.1
296,"53.928063N 27.509195E
53.928998N 27.512605E
53.927108N 27.516398E
53.925003N 27.513475E
53.928053N 27.509195E",
297,53.923333N 27.629444E,0.12
298,53.905277N 27.548888E,0.05
299,53.915833N 27.559444E,0.05
300,"53.924081N 27.546464E
53.922154N 27.548552E
53.921696N 27.547333E
53.923623N 27.545246E
53.924081N 27.546464E",
301,53.950833N 27.439166E,0.05
302,53.941666N 27.484166E,0.05
303,"53.939482N 27.490037E
53.940479N 27.490838E
53.940372N 27.491221E
53.939376N 27.490420E
53.939482N 27.490037E",
304,53.869166N 27.488611E,0.05
305,53.959166N 27.511666E,0.05
306,53.939229N 27.492218E,0.07
307,53.950427N 27.596285E,0.07
308,53.966845N 27.592721E,0.07
309,52.094722N 23.687500E,0.05
310,52.095555N 23.693611E,0.05
311,52.091388N 23.696666E,0.07
312,53.701944N 23.821111E,0.15
313,53.710555N 23.813888E,0.07
314,53.899722N 30.332777E,0.05
315,53.915555N 30.342500E,0.05
316,55.186388N 30.206388E,0.07
317,55.200555N 30.208888E,0.07
318,52.433333N 31.011388E,0.07
